Gene1	Gene2	pdi	ppi
MAFG	NFE2L2	1	0
MAFG	PSMC5	1	0
MAX	TOR1A	1	0
MAX	MNT	1	0
MAX	MXI1	1	0
MAX	MYC	1	0
MAX	RGS2	1	0
MAX	MLX	1	0
MAX	YY1	1	0
MAX	NOL3	1	0
MAX	SYNCRIP	1	0
MAX	AHSA1	1	0
MAX	SLC35F2	1	0
MAX	RNF220	1	0
MBD1	SP1	1	0
MBD1	EHMT2	1	0
MECP2	SKIL	1	0
MECP2	MBD2	1	0
MECP2	NCOR1	1	0
MECP2	C16orf80	1	0
MEF2A	DYRK1A	1	0
MEF2A	ESR1	1	0
MEF2A	MAFG	1	0
MEF2A	MEF2C	1	0
MEF2A	MEF2D	1	0
MEF2A	NEK1	1	0
MEF2A	RBMS1	1	0
MEF2A	SNRPA1	1	0
MEF2A	SRF	1	0
MEF2A	TCF12	1	0
MEF2A	VPS26A	1	0
MEF2A	ZFYVE16	1	0
MEF2A	TM9SF4	1	0
MEF2A	PPIH	1	0
MEF2A	CCT2	1	0
MEF2A	AHSA1	1	0
MEF2A	ERLIN1	1	0
MEF2A	KATNA1	1	0
MEF2A	WAPAL	1	0
MEF2A	MKRN2	1	0
MEF2A	RABGAP1	1	0
MEF2A	C2CD3	1	0
MEF2A	ZNF451	1	0
MEF2A	C1orf77	1	0
MEF2A	ARHGEF3	1	0
MEF2A	HP1BP3	1	0
MEF2A	AMOTL2	1	0
MEF2A	LCMT1	1	0
MEF2A	C9orf114	1	0
MEF2A	WDR44	1	0
MEF2A	SNRK	1	0
MEF2A	WDR11	1	0
MEF2A	CHD9	1	0
MEF2A	FRYL	1	0
MEF2C	MEF2A	1	0
MEF2C	NDUFA2	1	0
MEIS1	PRMT2	1	0
MEIS1	IFNGR1	1	0
MEIS1	RFC1	1	0
MEIS1	SYK	1	0
MEIS1	UBE3A	1	0
MEIS1	XPO1	1	0
MEIS1	PEX11B	1	0
MEIS1	SNAPC5	1	0
MEIS1	RBPMS	1	0
MEIS1	HPS5	1	0
MEIS1	ACOT7	1	0
MEIS1	CCDC68	1	0
MITF	PRKCI	1	0
MITF	STAT3	1	0
MITF	TBX2	1	0
MITF	USF2	1	0
MITF	PIAS3	1	0
MLL	FLT3	1	0
MLL	MTM1	1	0
MLL	SMARCB1	1	0
MLL	TXN	1	0
MLL	YAP1	1	0
MLL	PPP1R15A	1	0
MLL	ELAC2	1	0
NR3C2	SGK1	1	0
NR3C2	TP53	1	0
MSX1	BMP4	1	0
MSX1	CCND3	1	0
MSX1	CCNE1	1	0
MSX2	RTN2	1	0
MSX2	MAGED1	1	0
MTF1	HNRPDL	1	0
MYB	ZFHX3	1	0
MYB	NCL	1	0
MYB	PPID	1	0
MYB	PSMD2	1	0
MYB	RRM2	1	0
MYB	TP53	1	0
MYB	SLBP	1	0
MYB	NOL3	1	0
MYB	PPIG	1	0
MYB	TBPL1	1	0
MYB	RAB40B	1	0
MYB	ERI2	1	0
MYC	FAS	1	0
MYC	CCND1	1	0
MYC	CAST	1	0
MYC	CCNB1	1	0
MYC	CDK2	1	0
MYC	CDKN1B	1	0
MYC	GTF2E2	1	0
MYC	MAX	1	0
MYC	MYB	1	0
MYC	NFYC	1	0
MYC	SMARCB1	1	0
MYC	SP3	1	0
MYC	STAT3	1	0
MYC	TFAP2A	1	0
MYC	TIAM1	1	0
MYC	SNN	1	0
MYC	CUL1	1	0
MYC	SPAG9	1	0
MYC	ARHGEF10	1	0
MYC	HDAC5	1	0
MYC	SYNCRIP	1	0
MYC	SORBS1	1	0
MYC	TBC1D8	1	0
MYC	PLXNB2	1	0
MYC	MRPL15	1	0
MYC	ASPSCR1	1	0
NFATC1	MAPK1	1	0
NFATC1	SRSF2	1	0
NFATC1	VEGFA	1	0
NFATC3	MAPK1	1	0
NFATC3	MAPK9	1	0
NFE2L2	TXNRD1	1	0
NFE2L2	UGCG	1	0
NFE2L2	KEAP1	1	0
NFE2L2	EGLN3	1	0
NFIC	ALDOC	1	0
NFIC	F12	1	0
NFIC	FANCE	1	0
NFIC	GCHFR	1	0
NFIC	NFIL3	1	0
NFIC	SOAT1	1	0
NFIC	MVP	1	0
NFIC	PTPRU	1	0
NFIC	SLC19A2	1	0
NFIC	KIF21B	1	0
NFIC	ETHE1	1	0
NFIC	NUP62	1	0
NFIC	ZFP64	1	0
NFIC	ACSF2	1	0
NFIC	CRISPLD2	1	0
NFIL3	ARNTL	1	0
NFIL3	MCL1	1	0
NFIL3	PRNP	1	0
NFIL3	RIOK3	1	0
NFIL3	MYST4	1	0
NFKB1	BNIP1	1	0
NFKB1	MTSS1	1	0
NFKB1	STAG1	1	0
NFKB1	ACOT7	1	0
NFKB1	NXT1	1	0
NFYB	ENSA	1	0
NFYB	NFYC	1	0
NFYB	UBE2A	1	0
NFYB	SPAG9	1	0
NKX3-1	CISH	1	0
NKX3-1	MXI1	1	0
NOTCH1	RPL10	1	0
NOTCH1	MAML1	1	0
NOTCH1	SUGP1	1	0
NOTCH2	CHEK1	1	0
NOTCH2	NOTCH1	1	0
NOTCH2	CHEK2	1	0
NOTCH2	SUGP1	1	0
NPAT	COIL	1	0
NPAT	HIST2H2BE	1	0
NRF1	DAD1	1	0
NRF1	DNMT1	1	0
NRF1	GCLC	1	0
NRF1	MAFG	1	0
NRF1	MLX	1	0
NRF1	SPOP	1	0
NRF1	RTN3	1	0
NRF1	NARF	1	0
NRF1	AMZ2	1	0
NRF1	MSL2	1	0
YBX1	ACACA	1	0
YBX1	VEGFA	1	0
YBX1	CSDA	1	0
YBX1	CSAD	1	0
PAX2	CISH	1	0
PBX1	EXT2	1	0
PBX1	XPO1	1	0
PBX1	NCOR1	1	0
PBX1	PBXIP1	1	0
PITX1	NR5A1	1	0
PITX1	HOXC11	1	0
PITX1	IRF3	1	0
PKNOX1	UBE3A	1	0
PKNOX1	ACOT7	1	0
PML	NEU1	1	0
PML	PMP22	1	0
PML	RAD9A	1	0
PML	TRIM27	1	0
PML	RRAD	1	0
PML	SMARCB1	1	0
PML	SP100	1	0
PML	TP53	1	0
PML	HDAC3	1	0
PML	NCOR1	1	0
PML	NCOR2	1	0
PML	ISG15	1	0
PML	CALCOCO2	1	0
PML	TOPBP1	1	0
POU2F1	ELF2	1	0
POU2F1	PCM1	1	0
POU2F1	SRSF3	1	0
PURA	RRM1	1	0
PURA	SP3	1	0
PURA	NOLC1	1	0
RB1	PSIP1	1	0
REL	CDK9	1	0
REL	MAP2K4	1	0
REL	ARHGEF7	1	0
REL	NOL3	1	0
REL	CREBZF	1	0
RELA	SRF	1	0
RELA	CSAD	1	0
RELA	NSFL1C	1	0
RELB	CD40	1	0
RELB	RELA	1	0
TRIM27	RFX5	1	0
RLF	RALA	1	0
RLF	RRAS2	1	0
RLF	TERF2IP	1	0
RNF4	AR	1	0
RNF4	PATZ1	1	0
RREB1	FAS	1	0
RREB1	CALM1	1	0
RREB1	CBFA2T3	1	0
RREB1	CTBP2	1	0
RREB1	SLC29A1	1	0
RREB1	HOXC11	1	0
RREB1	IRS1	1	0
RREB1	CAPRIN1	1	0
RREB1	NFIC	1	0
RREB1	OAZ2	1	0
RREB1	PRPH	1	0
RREB1	RTN2	1	0
RREB1	TLE3	1	0
RREB1	MTMR1	1	0
RREB1	BAZ1B	1	0
RREB1	C1orf38	1	0
RREB1	MED20	1	0
RREB1	MED6	1	0
RREB1	ATP9A	1	0
RREB1	TRIB1	1	0
RREB1	SYNCRIP	1	0
RREB1	ST6GALNAC2	1	0
RREB1	MID2	1	0
RREB1	SBNO2	1	0
RREB1	PHF15	1	0
RREB1	KANK2	1	0
RREB1	C1orf77	1	0
RREB1	GMEB2	1	0
RREB1	PLEK2	1	0
RREB1	INTS6	1	0
RREB1	CCDC59	1	0
RREB1	INSIG2	1	0
RREB1	GPRC5C	1	0
RREB1	ERBB2IP	1	0
RREB1	NSD1	1	0
RREB1	LRFN4	1	0
RREB1	YIPF5	1	0
RXRA	UBE2A	1	0
RXRA	PCGF2	1	0
RXRA	KIF21B	1	0
RXRA	RGL1	1	0
RXRA	INTS6	1	0
RXRA	FERMT1	1	0
SHOX2	TRAM2	1	0
SHOX2	TM9SF4	1	0
SHOX2	TEX2	1	0
SMARCA4	CCNA2	1	0
SMARCA4	CCNE1	1	0
SMARCA4	SMARCD1	1	0
SMARCA4	SMARCE1	1	0
SMARCA4	STK11	1	0
SMARCA4	TLE1	1	0
SMARCA4	NCOR1	1	0
SMARCA4	RCOR1	1	0
SNAI1	NUP62	1	0
SNAPC2	SNAPC4	1	0
SNAPC4	BRF2	1	0
SOX9	NES	1	0
SP1	ZNF148	1	0
SP1	PDLIM5	1	0
SP2	SP3	1	0
SP3	RUNX1	1	0
SP3	GHR	1	0
SP3	SRC	1	0
SP3	TFAP2A	1	0
SP3	SUMO1	1	0
SP3	PIAS1	1	0
SP3	CBARA1	1	0
SP3	PHF15	1	0
SREBF1	CLN3	1	0
SREBF1	GNS	1	0
SREBF1	HYAL1	1	0
SREBF1	LMNA	1	0
SREBF1	MTM1	1	0
SREBF1	RAD9A	1	0
SREBF1	ABCA7	1	0
SREBF1	HPS5	1	0
SREBF1	ATP6V1H	1	0
SREBF1	SCPEP1	1	0
SREBF1	SLC36A1	1	0
SRF	ACTG1	1	0
SRF	ANG	1	0
SRF	CCND1	1	0
SRF	CAMK2G	1	0
SRF	HSPA9	1	0
SRF	MCL1	1	0
SRF	PKN1	1	0
SRF	MAPK1	1	0
SRF	SP1	1	0
SRF	SSRP1	1	0
SRF	TCF12	1	0
SRF	VCL	1	0
SRF	YY1	1	0
SRF	ARHGEF7	1	0
SRF	BRD8	1	0
SRF	MYST4	1	0
SRF	MKL1	1	0
STAT1	ANG	1	0
STAT1	ASPH	1	0
STAT1	MAPK14	1	0
STAT1	F2RL1	1	0
STAT1	FGFR4	1	0
STAT1	IRF8	1	0
STAT1	PGM3	1	0
STAT1	SERPINA1	1	0
STAT1	PRKACB	1	0
STAT1	STAT3	1	0
STAT1	TNFRSF1A	1	0
STAT1	TRAF2	1	0
STAT1	VDR	1	0
STAT1	XPO1	1	0
STAT1	PIAS1	1	0
STAT1	SOCS1	1	0
STAT1	TRADD	1	0
STAT1	FADD	1	0
STAT1	NMI	1	0
STAT1	SOCS6	1	0
STAT1	LRPPRC	1	0
STAT1	GNB2L1	1	0
STAT1	AHSA1	1	0
STAT1	TRIM16	1	0
STAT1	NPRL2	1	0
STAT1	TCERG1	1	0
STAT1	STIP1	1	0
STAT1	SNRNP27	1	0
STAT1	AGTPBP1	1	0
STAT1	PSD3	1	0
STAT1	PPP1R13B	1	0
STAT1	RNF220	1	0
STAT1	C1GALT1	1	0
STAT1	CPSF7	1	0
STAT3	CEBPD	1	0
STAT3	ELF2	1	0
STAT3	EPOR	1	0
STAT3	FASN	1	0
STAT3	JAK1	1	0
STAT3	JUNB	1	0
STAT3	LIF	1	0
STAT3	SMAD1	1	0
STAT3	MAPK1	1	0
STAT3	RAF1	1	0
STAT3	RALGDS	1	0
STAT3	STAT1	1	0
STAT3	TGM1	1	0
STAT3	ZNF24	1	0
STAT3	GGH	1	0
STAT3	SLC33A1	1	0
STAT3	MAP4K4	1	0
STAT3	PDE4DIP	1	0
STAT3	KEAP1	1	0
STAT3	LRPPRC	1	0
STAT3	TRAP1	1	0
STAT3	CIB1	1	0
STAT3	KAT5	1	0
STAT3	SSSCA1	1	0
STAT3	TACC2	1	0
STAT3	ST6GALNAC2	1	0
STAT3	NES	1	0
STAT3	STIP1	1	0
STAT3	GPD1L	1	0
STAT3	PPP1R13B	1	0
STAT3	PUM2	1	0
STAT3	TMEM87A	1	0
STAT3	TAF1D	1	0
STAT3	NTAN1	1	0
STAT5B	NMI	1	0
STAT6	EP300	1	0
STAT6	GATA3	1	0
STAT6	ARHGEF7	1	0
TAF9	TBP	1	0
TAF9	TP53	1	0
TAF9	NOL3	1	0
TBL1X	TTK	1	0
TBX2	MITF	1	0
TCF3	APP	1	0
TCF3	ATP5G3	1	0
TCF3	CCND3	1	0
TCF3	CTSC	1	0
TCF3	CYB561	1	0
TCF3	ACSL1	1	0
TCF3	FGFR3	1	0
TCF3	MCM7	1	0
TCF3	MEF2C	1	0
TCF3	MYL4	1	0
TCF3	P2RY6	1	0
TCF3	PAX5	1	0
TCF3	PEX1	1	0
TCF3	PSEN1	1	0
TCF3	RPS20	1	0
TCF3	KAT2B	1	0
TCF3	HELZ	1	0
TCF3	SCLY	1	0
TCF3	CTDSP1	1	0
TCF7L2	HBP1	1	0
TCF7L2	PIAS4	1	0
TCF7L2	NLK	1	0
TCF12	EP300	1	0
MLX	MXD4	1	0
MLX	MLXIP	1	0
MLX	MLXIPL	1	0
TFAP2A	CTGF	1	0
TFAP2A	TUBA4A	1	0
TFAP2A	MTMR1	1	0
TFAP2A	ST3GAL5	1	0
TFAP2A	USP13	1	0
TFAP2A	NOL3	1	0
TFAP2A	REPS2	1	0
TFAP2A	HOMER2	1	0
TFAP2A	PLEKHM1	1	0
TFAP2A	RGS19	1	0
TFAP2A	TACC2	1	0
TFAP2A	EHD1	1	0
TFAP2A	MLLT11	1	0
TFAP2A	TBC1D8	1	0
TFAP2A	HMHA1	1	0
TFAP2A	LDLRAP1	1	0
TFAP2A	NAGPA	1	0
TFAP2A	PTRH2	1	0
TFAP2A	CXorf57	1	0
TFAP2A	MOSPD1	1	0
TFAP2A	EPS15L1	1	0
TFAP2A	ANKRD27	1	0
TFAP2C	ADA	1	0
TFAP2C	HBS1L	1	0
TFAP2C	SEMA4C	1	0
TFAP2C	SECISBP2	1	0
NR2F2	ALAD	1	0
NR2F2	ALAS1	1	0
NR2F2	BMP7	1	0
NR2F2	SLC26A2	1	0
NR2F2	EXTL2	1	0
NR2F2	HMBS	1	0
NR2F2	KTN1	1	0
NR2F2	LAMA5	1	0
NR2F2	LMNA	1	0
NR2F2	VWA5A	1	0
NR2F2	LTBR	1	0
NR2F2	MCM2	1	0
NR2F2	MFAP1	1	0
NR2F2	MYO10	1	0
NR2F2	NEK2	1	0
NR2F2	NFYC	1	0
NR2F2	SLC11A2	1	0
NR2F2	PLK1	1	0
NR2F2	RAP1A	1	0
NR2F2	SNRPD1	1	0
NR2F2	NR2F1	1	0
NR2F2	TSNAX	1	0
NR2F2	TUBA4A	1	0
NR2F2	TYMS	1	0
NR2F2	UBB	1	0
NR2F2	UMPS	1	0
NR2F2	RAB7L1	1	0
NR2F2	SPAG9	1	0
NR2F2	CBFA2T2	1	0
NR2F2	ZMYM6	1	0
NR2F2	IL27RA	1	0
NR2F2	KIAA0355	1	0
NR2F2	KIAA0528	1	0
NR2F2	PJA2	1	0
NR2F2	RASA4	1	0
NR2F2	PLIN3	1	0
NR2F2	YAP1	1	0
NR2F2	N4BP2L2	1	0
NR2F2	MTHFS	1	0
NR2F2	PAPD7	1	0
NR2F2	TOPBP1	1	0
NR2F2	CHEK2	1	0
NR2F2	VPS13A	1	0
NR2F2	C22orf9	1	0
NR2F2	COTL1	1	0
NR2F2	C1orf77	1	0
NR2F2	ARFGAP3	1	0
NR2F2	PTPN18	1	0
NR2F2	DGCR8	1	0
NR2F2	TMEM70	1	0
NR2F2	WDR70	1	0
NR2F2	PHTF2	1	0
NR2F2	MARK4	1	0
NR2F2	RBKS	1	0
NR2F2	WDR82	1	0
NR2F2	RUNDC3B	1	0
NR2F2	ASXL1	1	0
TGIF1	CYLD	1	0
TGIF1	TBCE	1	0
TGIF1	TBX2	1	0
TGIF1	XPO1	1	0
TGIF1	HPS5	1	0
TGIF1	DNAJB12	1	0
TGIF1	TGIF2	1	0
KLF10	SMAD7	1	0
TP53	ABL1	1	0
TP53	ANG	1	0
TP53	BIRC5	1	0
TP53	ATM	1	0
TP53	BLM	1	0
TP53	BRCA1	1	0
TP53	DDR1	1	0
TP53	CCNB1	1	0
TP53	CCNG1	1	0
TP53	CDK1	1	0
TP53	CDC25C	1	0
TP53	CDK2	1	0
TP53	CDK4	1	0
TP53	DAXX	1	0
TP53	NQO1	1	0
TP53	ELAVL1	1	0
TP53	EP300	1	0
TP53	FHL2	1	0
TP53	MSH6	1	0
TP53	HDAC1	1	0
TP53	HSPA4	1	0
TP53	HSPA8	1	0
TP53	HSPA9	1	0
TP53	JUN	1	0
TP53	MAP4	1	0
TP53	ABCC1	1	0
TP53	MYB	1	0
TP53	MAPK1	1	0
TP53	PSEN1	1	0
TP53	RAD51	1	0
TP53	RPLP2	1	0
TP53	PRDX2	1	0
TP53	TMF1	1	0
TP53	TSG101	1	0
TP53	TXN	1	0
TP53	UBE2B	1	0
TP53	UBE2I	1	0
TP53	UBE2L3	1	0
TP53	UBE3A	1	0
TP53	SUMO1	1	0
TP53	UBTF	1	0
TP53	NR1H2	1	0
TP53	VEGFA	1	0
TP53	XRCC5	1	0
TP53	YY1	1	0
TP53	REEP5	1	0
TP53	PIAS1	1	0
TP53	CDC14B	1	0
TP53	CDK10	1	0
TP53	PEA15	1	0
TP53	IER3	1	0
TP53	NOL3	1	0
TP53	SLC33A1	1	0
TP53	TM9SF2	1	0
TP53	MED17	1	0
TP53	TBPL1	1	0
TP53	EI24	1	0
TP53	RAD50	1	0
TP53	TACC3	1	0
TP53	CTCF	1	0
TP53	AVIL	1	0
TP53	PLK2	1	0
TP53	JTB	1	0
TP53	STIP1	1	0
TP53	CKAP4	1	0
TP53	CCNI	1	0
TP53	TBC1D8	1	0
TP53	NUDT6	1	0
TP53	CHEK2	1	0
TP53	SEPHS1	1	0
TP53	TCF25	1	0
TP53	NUP62	1	0
TP53	PPP1R15A	1	0
TP53	PLXNB2	1	0
TP53	CLIC4	1	0
TP53	BBS9	1	0
TP53	GTSE1	1	0
TP53	STEAP3	1	0
TP53	PERP	1	0
TP53	GORASP1	1	0
TP53	TM2D1	1	0
TP53	TXNRD3	1	0
TP53	HIPK1	1	0
NR2C1	TNFRSF10B	1	0
NR2C1	RAB40B	1	0
NR2C2	XIAP	1	0
NR2C2	EPHA4	1	0
NR2C2	NR3C1	1	0
NR2C2	IKBKB	1	0
NR2C2	MAPK1	1	0
NR2C2	MAP2K1	1	0
NR2C2	NRIP1	1	0
NR2C2	TNFRSF10B	1	0
NR2C2	AHSA1	1	0
NR2C2	RAB40B	1	0
TRPS1	QRSL1	1	0
UBP1	UBA2	1	0
NR1H2	ACSL3	1	0
NR1H2	RP2	1	0
NR1H2	SREBF1	1	0
NR1H2	TP53	1	0
NR1H2	UMPS	1	0
NR1H2	KANK2	1	0
NR1H2	SEMA4C	1	0
USF2	COX5B	1	0
VAV1	SRF	1	0
VAV1	TIAM1	1	0
VAV1	VCL	1	0
VAV1	CYTH2	1	0
VAV1	TBK1	1	0
VDR	IL18	1	0
VDR	MSX2	1	0
VDR	NCOA3	1	0
VDR	NRIP1	1	0
VDR	TNFRSF10B	1	0
VDR	BAZ1B	1	0
VDR	NCOA2	1	0
VDR	KAT5	1	0
VDR	AHSA1	1	0
VDR	SNW1	1	0
VDR	IRX4	1	0
XBP1	PCBP1	1	0
XBP1	ARNT2	1	0
XBP1	CARKD	1	0
YY1	CDK1	1	0
YY1	EP300	1	0
YY1	BPTF	1	0
YY1	HCFC1	1	0
YY1	LGALS1	1	0
YY1	MSX2	1	0
YY1	PEX1	1	0
YY1	PPP2R1A	1	0
YY1	RAD21	1	0
YY1	RPL30	1	0
YY1	SP1	1	0
YY1	SRF	1	0
YY1	TAF4	1	0
YY1	VDR	1	0
YY1	ZNF24	1	0
YY1	PTP4A2	1	0
YY1	COIL	1	0
YY1	TRRAP	1	0
YY1	SAP30	1	0
YY1	HDAC3	1	0
YY1	DUSP12	1	0
YY1	ATF6	1	0
YY1	SEPHS1	1	0
YY1	PPRC1	1	0
YY1	SIRT4	1	0
YY1	RYBP	1	0
YY1	SFRS18	1	0
YY1	KANK2	1	0
YY1	HOOK2	1	0
YY1	SUV420H1	1	0
YY1	TMEM111	1	0
YY1	ARFGAP2	1	0
YY1	ZNF764	1	0
ZFX	BCL3	1	0
ZFX	BIK	1	0
ZFX	BMP7	1	0
ZFX	ZFP36L2	1	0
ZFX	CDKN1C	1	0
ZFX	CREBBP	1	0
ZFX	DTYMK	1	0
ZFX	DUSP4	1	0
ZFX	DYRK1A	1	0
ZFX	EIF5	1	0
ZFX	ELF4	1	0
ZFX	EP300	1	0
ZFX	EPAS1	1	0
ZFX	EPB41L2	1	0
ZFX	STX2	1	0
ZFX	FOXC1	1	0
ZFX	GRK5	1	0
ZFX	HIVEP1	1	0
ZFX	INHBB	1	0
ZFX	INPP5A	1	0
ZFX	SMAD3	1	0
ZFX	MAFG	1	0
ZFX	PCSK6	1	0
ZFX	PCBP1	1	0
ZFX	POLR2L	1	0
ZFX	PURA	1	0
ZFX	RARG	1	0
ZFX	RPS6KA2	1	0
ZFX	RXRA	1	0
ZFX	SMARCD3	1	0
ZFX	SP3	1	0
ZFX	TAF4	1	0
ZFX	TFAP2A	1	0
ZFX	WHSC1	1	0
ZFX	ZMYM2	1	0
ZFX	USP7	1	0
ZFX	ST7	1	0
ZFX	TRRAP	1	0
ZFX	SNN	1	0
ZFX	PPFIA1	1	0
ZFX	PPAP2A	1	0
ZFX	CDK13	1	0
ZFX	ASMTL	1	0
ZFX	ARHGEF7	1	0
ZFX	CDK5R2	1	0
ZFX	DLG5	1	0
ZFX	TRAM2	1	0
ZFX	USP34	1	0
ZFX	LAPTM4A	1	0
ZFX	KIAA0513	1	0
ZFX	SERTAD2	1	0
ZFX	SCRN1	1	0
ZFX	PPP4R1	1	0
ZFX	ZNF263	1	0
ZFX	TUBB2C	1	0
ZFX	NXF1	1	0
ZFX	LRRC41	1	0
ZFX	ANP32B	1	0
ZFX	DPYSL4	1	0
ZFX	RBPMS	1	0
ZFX	PAPD7	1	0
ZFX	PTPN21	1	0
ZFX	CORO1A	1	0
ZFX	AKAP10	1	0
ZFX	KIF21B	1	0
ZFX	SWAP70	1	0
ZFX	ZCCHC14	1	0
ZFX	ATMIN	1	0
ZFX	C22orf9	1	0
ZFX	KIAA0895	1	0
ZFX	PPP1R13B	1	0
ZFX	COTL1	1	0
ZFX	RYBP	1	0
ZFX	BRD1	1	0
ZFX	WWTR1	1	0
ZFX	KBTBD2	1	0
ZFX	TSKU	1	0
ZFX	C13orf15	1	0
ZFX	IRX4	1	0
ZFX	PLLP	1	0
ZFX	HPCAL4	1	0
ZFX	SFMBT1	1	0
ZFX	VPS54	1	0
ZFX	GINS2	1	0
ZFX	DGCR8	1	0
ZFX	EPS8L1	1	0
ZFX	QRICH1	1	0
ZFX	MSL2	1	0
ZFX	C19orf61	1	0
ZFX	AVEN	1	0
ZFX	POGK	1	0
ZFX	FAM60A	1	0
ZFX	SCPEP1	1	0
ZFX	TOR3A	1	0
ZFX	XPO4	1	0
ZFX	KCTD15	1	0
ZFX	SLTM	1	0
ZFX	FAM57A	1	0
ZFX	TRIM8	1	0
ZFX	C11orf68	1	0
ZFX	C14orf143	1	0
ZFX	MBOAT2	1	0
ZFX	NACC2	1	0
ZFX	C6orf130	1	0
ZFX	AMIGO2	1	0
ZFX	TMEM110	1	0
CNBP	NOL3	1	0
ZNF10	TRIM24	1	0
ZNF24	ZNF202	1	0
PCGF2	CCNE1	1	0
PCGF2	CDC25A	1	0
ZNF148	CTBP1	1	0
ZNF148	GAK	1	0
ZNF148	GNAI2	1	0
ZNF148	MDM2	1	0
ZNF148	PSMD7	1	0
ZNF148	SCML1	1	0
ZNF148	SP1	1	0
ZNF148	TP53	1	0
ZNF148	ZNF217	1	0
ZNF148	MAP3K6	1	0
ZNF148	USP3	1	0
ZNF148	DHRS2	1	0
ZNF148	DENND3	1	0
ZNF148	MRPS27	1	0
ZNF148	SUN1	1	0
ZNF148	WDR44	1	0
FOSL1	BATF	1	0
FOSL1	BRD1	1	0
BLZF1	GORASP1	1	0
BTAF1	DR1	1	0
BTAF1	GTF2A2	1	0
BTAF1	TBP	1	0
BTAF1	TRAF3IP2	1	0
MTA1	PEA15	1	0
CBFA2T2	RUNX1	1	0
PTTG1	CCNB1	1	0
PTTG1	EIF4E	1	0
PTTG1	TDP2	1	0
PTTG1	ZNF395	1	0
LHX2	TRAM2	1	0
NCOR1	NR6A1	1	0
NCOR1	ID2	1	0
NCOR1	PML	1	0
NCOR1	HDAC3	1	0
NCOR1	RAB40B	1	0
NCOR1	TAB2	1	0
NCOR1	TBL1XR1	1	0
DMTF1	DSP	1	0
ZNF263	BMP7	1	0
ZNF263	DNMT3B	1	0
ZNF263	EFNA1	1	0
ZNF263	KRT10	1	0
ZNF263	PPP2R3A	1	0
ZNF263	BRD2	1	0
ZNF263	ZNF148	1	0
ZNF263	PPAP2B	1	0
ZNF263	CORO1A	1	0
ZNF263	BICD2	1	0
ZNF263	BAZ2B	1	0
ZNF263	BANP	1	0
ZNF263	RCOR3	1	0
ZNF263	WDR45L	1	0
ZNF263	KCMF1	1	0
ZNF263	FAM69A	1	0
CEBPZ	RBPJ	1	0
IRX5	SLC31A2	1	0
IRX5	GCLM	1	0
IRX5	KCNK1	1	0
IRX5	MAP2	1	0
IRX5	NFIB	1	0
IRX5	PDE6D	1	0
IRX5	PLCB4	1	0
IRX5	PLS1	1	0
IRX5	PRKCI	1	0
IRX5	SH3BGR	1	0
IRX5	ST7	1	0
IRX5	SPAG9	1	0
IRX5	CBFA2T2	1	0
IRX5	LPCAT3	1	0
IRX5	N4BP2L2	1	0
IRX5	AGTPBP1	1	0
IRX5	ETHE1	1	0
IRX5	GABARAPL1	1	0
IRX5	RBMX	1	0
IRX5	SCAPER	1	0
IRX5	GOLPH3L	1	0
IRX5	POLR3B	1	0
IRX5	SCPEP1	1	0
IRX5	ERI2	1	0
IRX5	CCDC46	1	0
IRX5	MCM9	1	0
CITED2	C1orf9	1	0
ZNF238	FAS	1	0
ZNF238	CEBPG	1	0
ZNF238	EGR3	1	0
ZNF238	HPCAL1	1	0
ZNF238	EIF2B5	1	0
ZNF238	ARHGEF10	1	0
ZNF238	MBNL2	1	0
ZNF238	WASF3	1	0
ZNF238	TRAFD1	1	0
ZNF238	KLHDC10	1	0
ZNF238	LARP4B	1	0
ZNF238	FBXO7	1	0
ZNF238	TSKU	1	0
ZNF238	SACS	1	0
ZNF238	PANK4	1	0
ZNF238	C20orf3	1	0
ZNF238	CALCOCO1	1	0
ZNF238	TMEM223	1	0
ZNF238	LY6G5C	1	0
ZNF238	TMEM30B	1	0
ZNF238	MCM9	1	0
CREB3	CREBZF	1	0
CTCF	ALAD	1	0
CTCF	ATP7A	1	0
CTCF	BAG1	1	0
CTCF	CCND1	1	0
CTCF	ZNHIT2	1	0
CTCF	CDKN1C	1	0
CTCF	CDKN2D	1	0
CTCF	CLGN	1	0
CTCF	CPD	1	0
CTCF	DCTD	1	0
CTCF	BPTF	1	0
CTCF	FUCA1	1	0
CTCF	GCLM	1	0
CTCF	GNAZ	1	0
CTCF	MKNK2	1	0
CTCF	GRB10	1	0
CTCF	IL15RA	1	0
CTCF	KHK	1	0
CTCF	MYBL1	1	0
CTCF	NPC1	1	0
CTCF	NPY1R	1	0
CTCF	PDE4A	1	0
CTCF	RDX	1	0
CTCF	SAT1	1	0
CTCF	TK1	1	0
CTCF	CORO2A	1	0
CTCF	TFEB	1	0
CTCF	CUL5	1	0
CTCF	COIL	1	0
CTCF	NOL3	1	0
CTCF	ARTN	1	0
CTCF	GOSR1	1	0
CTCF	SLC25A44	1	0
CTCF	MTSS1	1	0
CTCF	MED12	1	0
CTCF	PPP4R1	1	0
CTCF	SH2B3	1	0
CTCF	STAG1	1	0
CTCF	SNAPC5	1	0
CTCF	BTN2A2	1	0
CTCF	CGRRF1	1	0
CTCF	RRAGA	1	0
CTCF	TCERG1	1	0
CTCF	TMED1	1	0
CTCF	TOPBP1	1	0
CTCF	PADI2	1	0
